382;390;01.12.2020 06:31:34,056;clean
383;391;01.12.2020 06:31:34,058;clean
384;392;01.12.2020 06:31:34,061;clean
385;393;01.12.2020 06:31:34,064;clean
386;394;01.12.2020 06:31:34,067;clean
387;395;01.12.2020 06:31:34,070;clean
388;396;01.12.2020 06:31:34,072;clean
389;397;01.12.2020 06:31:34,075;clean
390;398;01.12.2020 06:31:34,077;clean
391;399;01.12.2020 06:31:34,080;clean
392;400;01.12.2020 06:31:34,082;clean
393;401;01.12.2020 06:31:34,084;clean
394;402;01.12.2020 06:31:34,087;clean
395;403;01.12.2020 06:31:34,089;clean
396;404;01.12.2020 06:31:34,094;clean
397;405;01.12.2020 06:31:34,094;clean
398;406;01.12.2020 06:31:34,096;clean
399;407;01.12.2020 06:31:34,099;clean
400;408;01.12.2020 06:31:34,101;clean
401;409;01.12.2020 06:31:34,104;clean
402;410;01.12.2020 06:31:34,106;clean
403;411;01.12.2020 06:31:34,109;clean
404;412;01.12.2020 06:31:34,111;clean
405;413;01.12.2020 06:31:34,114;clean
406;414;01.12.2020 06:31:34,116;clean
407;415;01.12.2020 06:31:34,118;clean
408;416;01.12.2020 06:31:34,121;clean
409;417;01.12.2020 06:31:34,123;clean
410;418;01.12.2020 06:31:34,126;clean
411;419;01.12.2020 06:31:34,128;clean
412;420;01.12.2020 06:31:34,131;clean
413;421;01.12.2020 06:31:34,133;clean
414;422;01.12.2020 06:31:34,136;clean
415;423;01.12.2020 06:31:34,141;clean
416;424;01.12.2020 06:31:34,142;clean
417;425;01.12.2020 06:31:34,144;clean
418;426;01.12.2020 06:31:34,146;clean
419;427;01.12.2020 06:31:34,151;clean
420;428;01.12.2020 06:31:34,151;clean
421;429;01.12.2020 06:31:34,156;prohibited item | weapon detected at position 3:9152
421;430;01.12.2020 06:31:34,156;prohibited item | explosive detected at position 4:4248
421;431;01.12.2020 06:31:34,156;clean
422;432;01.12.2020 06:31:34,157;clean
423;433;01.12.2020 06:31:34,159;clean
424;434;01.12.2020 06:31:34,161;clean
425;435;01.12.2020 06:31:34,164;clean
426;436;01.12.2020 06:31:34,166;clean
427;437;01.12.2020 06:31:34,169;clean
428;438;01.12.2020 06:31:34,171;clean
429;439;01.12.2020 06:31:34,173;clean
430;440;01.12.2020 06:31:34,176;clean
431;441;01.12.2020 06:31:34,178;clean
432;442;01.12.2020 06:31:34,181;clean
433;443;01.12.2020 06:31:34,183;clean
434;444;01.12.2020 06:31:34,185;clean
435;445;01.12.2020 06:31:34,188;clean
436;446;01.12.2020 06:31:34,190;clean
437;447;01.12.2020 06:31:34,193;clean
438;448;01.12.2020 06:31:34,195;clean
439;449;01.12.2020 06:31:34,198;clean
440;450;01.12.2020 06:31:34,200;clean
441;451;01.12.2020 06:31:34,203;clean
442;452;01.12.2020 06:31:34,205;clean
443;453;01.12.2020 06:31:34,208;clean
444;454;01.12.2020 06:31:34,210;clean
445;455;01.12.2020 06:31:34,215;clean
446;456;01.12.2020 06:31:34,215;clean
447;457;01.12.2020 06:31:34,218;clean
448;458;01.12.2020 06:31:34,221;clean
449;459;01.12.2020 06:31:34,224;prohibited item | explosive detected at position 3:1269
449;460;01.12.2020 06:31:34,224;clean
450;461;01.12.2020 06:31:34,226;clean
451;462;01.12.2020 06:31:34,229;clean
452;463;01.12.2020 06:31:34,231;clean
453;464;01.12.2020 06:31:34,233;clean
454;465;01.12.2020 06:31:34,236;clean
455;466;01.12.2020 06:31:34,238;clean
456;467;01.12.2020 06:31:34,241;clean
457;468;01.12.2020 06:31:34,243;clean
458;469;01.12.2020 06:31:34,245;clean
459;470;01.12.2020 06:31:34,250;clean
460;471;01.12.2020 06:31:34,251;clean
461;472;01.12.2020 06:31:34,253;clean
462;473;01.12.2020 06:31:34,255;clean
463;474;01.12.2020 06:31:34,258;clean
464;475;01.12.2020 06:31:34,261;clean
465;476;01.12.2020 06:31:34,263;clean
466;477;01.12.2020 06:31:34,266;clean
467;478;01.12.2020 06:31:34,268;clean
468;479;01.12.2020 06:31:34,271;clean
469;480;01.12.2020 06:31:34,273;clean
470;481;01.12.2020 06:31:34,275;clean
471;482;01.12.2020 06:31:34,278;clean
472;483;01.12.2020 06:31:34,280;clean
473;484;01.12.2020 06:31:34,283;clean
474;485;01.12.2020 06:31:34,285;clean
475;486;01.12.2020 06:31:34,288;clean
476;487;01.12.2020 06:31:34,292;clean
477;488;01.12.2020 06:31:34,292;clean
478;489;01.12.2020 06:31:34,295;clean
479;490;01.12.2020 06:31:34,298;clean
480;491;01.12.2020 06:31:34,300;clean
481;492;01.12.2020 06:31:34,303;clean
482;493;01.12.2020 06:31:34,305;clean
483;494;01.12.2020 06:31:34,307;clean
484;495;01.12.2020 06:31:34,310;clean
485;496;01.12.2020 06:31:34,313;clean
486;497;01.12.2020 06:31:34,315;clean
487;498;01.12.2020 06:31:34,317;clean
488;499;01.12.2020 06:31:34,320;clean
489;500;01.12.2020 06:31:34,326;clean
490;501;01.12.2020 06:31:34,328;clean
491;502;01.12.2020 06:31:34,331;clean
492;503;01.12.2020 06:31:34,333;clean
493;504;01.12.2020 06:31:34,335;clean
494;505;01.12.2020 06:31:34,338;clean
495;506;01.12.2020 06:31:34,342;clean
496;507;01.12.2020 06:31:34,342;clean
497;508;01.12.2020 06:31:34,345;clean
498;509;01.12.2020 06:31:34,347;clean
499;510;01.12.2020 06:31:34,349;clean
500;511;01.12.2020 06:31:34,352;clean
501;512;01.12.2020 06:31:34,355;clean
502;513;01.12.2020 06:31:34,357;clean
503;514;01.12.2020 06:31:34,360;clean
504;515;01.12.2020 06:31:34,362;clean
505;516;01.12.2020 06:31:34,365;clean
506;517;01.12.2020 06:31:34,367;clean
507;518;01.12.2020 06:31:34,369;clean
508;519;01.12.2020 06:31:34,373;clean
509;520;01.12.2020 06:31:34,374;clean
510;521;01.12.2020 06:31:34,376;clean
511;522;01.12.2020 06:31:34,378;clean
512;523;01.12.2020 06:31:34,381;clean
513;524;01.12.2020 06:31:34,383;clean
514;525;01.12.2020 06:31:34,385;clean
515;526;01.12.2020 06:31:34,387;clean
516;527;01.12.2020 06:31:34,390;clean
517;528;01.12.2020 06:31:34,392;clean
518;529;01.12.2020 06:31:34,394;clean
519;530;01.12.2020 06:31:34,397;clean
520;531;01.12.2020 06:31:34,399;clean
521;532;01.12.2020 06:31:34,401;clean
522;533;01.12.2020 06:31:34,405;clean
523;534;01.12.2020 06:31:34,406;clean
524;535;01.12.2020 06:31:34,408;clean
525;536;01.12.2020 06:31:34,410;clean
526;537;01.12.2020 06:31:34,412;clean
527;538;01.12.2020 06:31:34,415;clean
528;539;01.12.2020 06:31:34,417;clean
529;540;01.12.2020 06:31:34,419;clean
530;541;01.12.2020 06:31:34,421;clean
531;542;01.12.2020 06:31:34,424;clean
532;543;01.12.2020 06:31:34,426;clean
533;544;01.12.2020 06:31:34,428;clean
534;545;01.12.2020 06:31:34,431;clean
535;546;01.12.2020 06:31:34,435;clean
536;547;01.12.2020 06:31:34,435;clean
537;548;01.12.2020 06:31:34,437;clean
538;549;01.12.2020 06:31:34,440;clean
539;550;01.12.2020 06:31:34,442;clean
540;551;01.12.2020 06:31:34,444;clean
541;552;01.12.2020 06:31:34,446;clean
542;553;01.12.2020 06:31:34,449;clean
543;554;01.12.2020 06:31:34,451;clean
544;555;01.12.2020 06:31:34,453;clean
545;556;01.12.2020 06:31:34,456;clean
546;557;01.12.2020 06:31:34,458;clean
547;558;01.12.2020 06:31:34,460;clean
548;559;01.12.2020 06:31:34,462;clean
549;560;01.12.2020 06:31:34,465;clean
550;561;01.12.2020 06:31:34,467;clean
551;562;01.12.2020 06:31:34,470;clean
552;563;01.12.2020 06:31:34,472;clean
553;564;01.12.2020 06:31:34,475;clean
554;565;01.12.2020 06:31:34,480;clean
